,username,tweet,date
179,APMBaratDaya,"PEMANTAUAN BANJIR FENOMENA AIR PASANG BESAR

TARIKH : 20 SEPTEMBER 2016 (SELASA)
LOKASI : KUALA SG PINANG, BALIK... https://t.co/tYfY3weJcc",2016-09-20T04:57:08.000Z
180,BSN_MAKASSAR,KasiPot BSN Mks mengikuti Rapat koordinasi dgn BPBD kota makassar dlm rangka antisipasi penanganan banjir dikota mks https://t.co/pBATMbsdip,2016-09-20T04:57:04.000Z
181,graceprb,"Butuh kerja keras dan iman yang kuat 💪   🌹

.
#flowers #demam #banjir #heboh #like4like… https://t.co/hcRkDy2Zr5",2016-09-20T04:56:51.000Z
182,klikpriangan,"SUKARESIK, (KAPOL).- Bupati Tasikmalaya angkat bicara soal banjir musiman yang terjadi di wilayah Kecamatan... https://t.co/9wsmD7K3On",2016-09-20T04:55:39.000Z
183,kpcoid,"Banjir Sukaresik, Uu: Jika Pemprov Cepat Tanggap, Banjir Tidak Akan Terjadi https://t.co/m0U5zeKngC",2016-09-20T04:55:26.000Z
184,harry_2070,"Daftar GRATIS, Banjir BONUS dan PENGHASILAN PASIF tiap bulan! https://t.co/K5jJHf6kMl #nomor1",2016-09-20T04:55:22.000Z
185,pauitm2015,152 Mangsa Banjir Air Pasang Besar di Daerah Klang https://t.co/1naHN2f0tT https://t.co/dkdE1cTKvX,2016-09-20T04:54:40.000Z
186,haidasarham,@azfarzamryGD @bharianmy area klang banting hahaha just takut takut lah if things get serious dengan rumah rumah aku banjir,2016-09-20T04:54:23.000Z
187,Info__sumut,Banjir Rob Genangi Ratusan Rumah Warga dan Ruas Jalan di Pantai Cermin https://t.co/Q9TuxXr0iV,2016-09-20T04:54:23.000Z
188,CirebonNews,"Antisipasi Banjir, Pemkot Bakal Canangkan Program Sumur Resapan https://t.co/3yPtXuHZM4 lewat @CirebonNews.Com",2016-09-20T04:53:10.000Z
189,Amienaboet06,Jakarta kalau udah musim hujan pasti banjir hadeuh biar pun gonta ganti gubernur pasti sama aja gak ada perubahan s… https://t.co/3J14OadnNn,2016-09-20T04:52:03.000Z
190,oip22,"Kemarin di Jl. Salamun Pondok ranggon @DKIJakarta, baru kali ini kena banjir #TraumaBanjir 😭😭😭 https://t.co/Y9YxRVtWXF",2016-09-20T04:50:13.000Z
191,DarlinaZaqirah,"Aku mimpi smalam, satu dunia ni banjir . Tapi yelah. Aku taktau knp satu time tu aku lari cepat2 sambil bawak kertas warna.",2016-09-20T04:48:22.000Z
192,suaranasional,"Mari Tertawa, Ahoker Sebut Ada Sabotase Banjir di Balai Kota https://t.co/aiWy54dFKM https://t.co/juBChZgPiX",2016-09-20T04:48:15.000Z
193,Muslim_Bersatu1,@wakilgubernurKW Nga usah Ngomong Pisang.. Ahokers Gigit ember ke balaikota.. Banjir..,2016-09-20T04:48:13.000Z
194,myrapyja_,"Dah banjir balik rumah air takdak pulak, air tadah kena pakai ikut berapa cebok je. Membe kira 😂😂",2016-09-20T04:47:34.000Z
195,BuletinTV3,"Perlu Ada Kerjasama Tangani Banjir

Kerjasama Kerajaan Persekutuan dan kerajaan negeri diperlukan dalam mengatasi... https://t.co/DHwQ60zyZb",2016-09-20T04:43:01.000Z
196,hariansumutpos,Dua Kali Sehari Banjir Rob Genangi Belawan https://t.co/TEKwaf6cLb https://t.co/VjdARdqr0k,2016-09-20T04:41:54.000Z
197,InfoWonosobo,Masyarakat Diminta Waspadai Banjir https://t.co/IriQwk5cuS @Info_Jateng,2016-09-20T04:41:39.000Z
198,infobencana,Butuh Rp 10 M Benahi Drainase Buruk Penyebab Banjir Brebes https://t.co/ehccpC7any,2016-09-20T04:40:33.000Z
199,jokopujakesuma,@mata_indigo @Harianterbit_ Itu gak banjir... Tapi air limpahan dari JAMBAN...... 😄😄😄,2016-09-20T04:40:23.000Z
200,tribunkaltim,"BPBD Kutim Gelar Dialog Pengurangan Risiko Bencana: Kutai Timur, tidak hanya pernah mengalami banjir di beber... https://t.co/Sg752Om3BA",2016-09-20T04:39:28.000Z
201,tvOneNews,"BANJIR BELAWAN, RIBUAN RUMAH TERENDAM @kabarsiangtvone di #tvOneMemangBeda https://t.co/AED7sSW4zR https://t.co/MCd2HB1ZjL",2016-09-20T04:38:32.000Z
202,MataDepok,Rp 19 Milyar Kembali Dikucurkan Demi Atasi Banjir di Margonda https://t.co/cBq1ZnDnNc #DepokKeren,2016-09-20T04:37:25.000Z
203,KabarMayaCom,"Awkarin Duet Bareng Rapper Young Lex, Kolom Komentar Banjir Hujatan - https://t.co/dMnlcEgxPd",2016-09-20T04:35:49.000Z
204,MIMITMAMAT,Kolaborasu Awkarin - Young Lex - Banjir Hujatan Netizen ! https://t.co/s3HMUM7d0y,2016-09-20T04:34:48.000Z
205,yeyenyenivers,Dua Desa di Hinai Langkat Sumut Dilanda Banjir https://t.co/ksn3omrOqf https://t.co/uW4VIlgex2,2016-09-20T04:34:21.000Z
206,ayuwongkwang,Ahok Bongkar Modus Tukang Sapu yang Membuat Jakarta Banjir https://t.co/mnhBb2Cpl2,2016-09-20T04:31:03.000Z
207,radarmasnetwork,#CILACAP-#Banjir di Cilacap terus membuat sengsara. Apalagi di Kecamatan #Sidareja tercatat… https://t.co/wKjEjnCjuG,2016-09-20T04:30:10.000Z
208,acenghusni,"Kata teman sy: ""Ahok punya program reformasi birokrasi; atasi banjir; jegal permainan anggaran, dll. Lawan Ahok cuma punya 1: kalahin Ahok.""",2016-09-20T04:28:20.000Z
209,prokaldotco,"Jika Bontang terus dilanda banjir, maka terancam tenggelam dan hanya tinggal nama. https://t.co/OhsSKymuDj",2016-09-20T04:27:11.000Z
210,satrio_roiaisas,@kompascom emang dg kegusaran banjir akan surut? Kerja Hok kerja! Turun tangan langsung ga usah berkoar2 di media,2016-09-20T04:26:39.000Z
211,lingsumendap,#sodapasayang #banjir #ujankras #basahkuyup #kerjaantetaplanjut #kanvaser #semangaat (at GMIM Sion Wanga) [pic] — https://t.co/kLmPXCtFr7,2016-09-20T04:26:30.000Z
212,jualcitraland,"Dibangun Bendungan Senilai Rp1,3 Triliun Untuk Kendalikan Banjir Jakarta: Untuk mengurangi dampak banjir di J...  https://t.co/upOTDKWRF0",2016-09-20T04:25:12.000Z
213,zxrxxx,Risaunya bila fikir family kat sana. Dah ah jauh. Harapnya tak kena banjir ah 😔,2016-09-20T04:22:01.000Z
214,nedd007,Risau jugak kalau kat rumah dah start banjir. Dah dekat dengan pantai sangat rumah tue.,2016-09-20T04:20:41.000Z
215,bidhumaspldjbr,Polsek Karangnunggal Tasikmalaya Membantu Masyarakat Yang Terkena Bencana Banjir. https://t.co/BeblxrFUvT,2016-09-20T04:20:16.000Z
216,ygurjenn,@baejhyunf banyak unn banjir cogan nih .nda,2016-09-20T04:19:53.000Z
217,Beritasatu,BPDP Waspadai Dua Kecamatan Rawan Banjir https://t.co/USG4pNdO4N,2016-09-20T04:19:25.000Z
218,CeritaMedan2,Kurangnya Wilayah Resapan Air Sebabkan Banjir di Medan Labuhan https://t.co/IcQi73vtkO,2016-09-20T04:18:15.000Z
219,thefitross,Osc dilanda banjir manusia,2016-09-20T04:16:26.000Z
220,PKSAktif,Hujan-BANJIR !! Apapun yg trjadi kami ttp menolong #AYTKTM | https://t.co/geFMrfySAZ,2016-09-20T04:15:23.000Z
221,aisyahbadrulll,Memang nice balik dari kelas tgk2 bilik banjir masuk air 👍,2016-09-20T04:15:00.000Z
222,incxndxo,"— di Jakarta mereka akan banjir keringat, menghangatkan diri. ""Jadian, yuk?"" Dua kata itu, yang sejak 4 tahun lalu belum dijawab oleh sang —",2016-09-20T04:13:35.000Z
223,topcomjogja,Acara Nongkrong Bareng: Banjir Orderan Lewat @Tokopedia di Joglo @KRjogjadotcom. Kumpul dulu sebelum pulang #cekrek… https://t.co/e6Z6k2oEmk,2016-09-20T04:12:33.000Z
224,radarmasnetwork,Korban Banjir Anak-anak di Sidareja Dipaksa Bertahan di Lokasi Pengungsian https://t.co/QEYZ6uLehk https://t.co/TeXNB6RHJE,2016-09-20T04:10:20.000Z
225,Surana_MSc,PUPR Bangun Dry Dam Pertama Di Ciawi dan Sukamahi Untuk Atasi Banjir di Jakarta https://t.co/tpzP3BkTtX,2016-09-20T04:09:48.000Z
226,nurul_DieRa,@fxhmimustxfx lah banjir ke. haah letak bumbung. jap kau dok rumah ape weh,2016-09-20T04:07:47.000Z
227,PARADIGMABangsa,TANGGULANGI BANJIR BANDANG LANAL MALANG ADAKAN BHAKTI SOSIAL DI DS.PUJIHARJO KEC.TIRTOYUDO… https://t.co/W7WG145SoL https://t.co/3MGxz61Eqd,2016-09-20T04:06:15.000Z
228,piknussh,ya allah banjir ape ini minoh ujannye ga berenti2 gue ga bs keluar rumahhhh,2016-09-20T04:06:14.000Z
229,arrrinchoi,Siap siap mentionnya banjir bot https://t.co/HuZNnHmmD7,2016-09-20T04:05:33.000Z
230,fajarnewscom,Pemkot Canangkan Program Sumur Resapan untuk Cegah Banjir https://t.co/xPGKlNMAYc,2016-09-20T04:05:04.000Z
231,ayuscure,Semoga yang berdekatan kawasan banjir di Selangor selamat. Harap jangan politikkan lah benda ni. Bantu je siapa yg perlu.,2016-09-20T04:04:44.000Z
232,cogangentot,@sexkikwang sampe banjir ke kasur ena,2016-09-20T04:04:10.000Z
233,LilyHazizan,"@Naddyrot hahaha agakla, insyaallah survive kalau banjir sebulan. I rasa my mom obses mem-frozen-kan barang.",2016-09-20T04:03:47.000Z
234,nurul_DieRa,@fxhmimustxfx alahhh bocor sikit je. tak banjir lah rumah kau tu. kalau taknak bocor letak lah silikon ke tar ke haa. beli kat hardware,2016-09-20T04:03:19.000Z
235,EniVj,"TvOne live banjir simpang kantor
Medan Labuhan",2016-09-20T04:02:59.000Z
236,lailynur701,@angelpink1106 : banjir brta upill,2016-09-20T04:02:38.000Z
237,myrapyja_,"@MissZurena kat class lahh, area class manada banjir lah gila aku dah ckp kan kamsis je yg dkt dgn tepi pantai 😂 class aku tnggi takpa haha",2016-09-20T04:02:28.000Z
238,LisyaAmran,Srs ah takda sape jawab soalan aku pasal samj banjir ke tak. K,2016-09-20T04:01:44.000Z
239,mykitchenart,"Bulan September Oktober Banjir discount.

Simak yuk special discount berikut, khusunya untuk anda yang belum... https://t.co/mfr0hxaYkF",2016-09-20T04:00:02.000Z
240,Ahn_Haneuli,Yuhuuuuuu banjir drama 😄😄😄 https://t.co/7zGzbz5V9k,2016-09-20T03:59:22.000Z
241,shujiokishima,@twt_bola kelantan dulu pernah buat - tolong mangsa banjir. ex-import perlis dulu pernah tolong bantu sumbangan buat mangsa sakit jantung.,2016-09-20T03:58:58.000Z
242,Rivan_YH,"@dayatbali69 @petanielegan yo mski ming ngadek trus tur kn meh diterjang banjir pho angin ttep kokoh,lha padi e gy keno angin wes kintir :D",2016-09-20T03:57:50.000Z
243,fyswal,"@tacyeoun @yerichery Eonni terharunya jangan nangis, kalau banjir pasti tenggelam

Eonni kan— Bantet:(",2016-09-20T03:56:18.000Z
244,alfasinodino,Ahli banjir masih skolah di amerika... https://t.co/BrpYxrKB3T,2016-09-20T03:56:09.000Z
245,helmi_saman,@bernamadotcom banjir ke dekat umah? @FMsaman,2016-09-20T03:53:56.000Z
246,XHindonesia,"Banjir ada di sekitar kita! Sejumlah kendaraan yang melintasi jalan tepi laut diterjang ombak tinggi di Yantai, Pro… https://t.co/TIrvLMLEzD",2016-09-20T03:53:45.000Z
247,yerichery,"@tacyeoun @fyswal terharu nangis, banjir, kelelep, mati ntar ಠ_ಠ",2016-09-20T03:53:41.000Z
248,Muslim_Bersatu1,Allah Maha Kuasa.. Banjir Merendam Arogansi Ahok bersama Balaikota DKI.... https://t.co/iQKe2u9sOB,2016-09-20T03:53:31.000Z
249,KarAdsNet,"Pagi panas, sore hujan. Baca artikel berikut, cara mengecek kendaraan saat banjir tiba-tiba. https://t.co/tShyVAaVrd https://t.co/67WWjuM0WM",2016-09-20T03:51:38.000Z
250,KicauPulitik,Ini Dugaan Penyebab Banjir di Medan Labuhan https://t.co/U02sPY7e54 #KicauPulitik,2016-09-20T03:50:17.000Z
251,UriIndonesia,"Bus Rombongan Pengantin Tersapu Banjir Bandang, 15 Tewas - https://t.co/CyoZKHURCL",2016-09-20T03:50:08.000Z
252,beny_sarbani,@kompascom RELOKASI HARUS CEPAT DISELESAIKAN BIAR BEBAS BANJIR. STERILKAN SUNGAI DI JAKARTA DARI BANGUNAN LIAR,2016-09-20T03:48:55.000Z
253,relamalaysia,"Rela sentiasa bersiap sedia menghadapi segala kemungkinan. 
Gambar : Banjir 2014. #SetiaBerbakti @FriendsOfKDN… https://t.co/ZyGpGxjCbL",2016-09-20T03:48:40.000Z
254,IlyaLubis,Berjuang k kampus lewatin banjir 💪,2016-09-20T03:46:12.000Z
255,REDAKSIJTV,"Kena Banjir, Lahan Pertanian Terancam Puso
https://t.co/SXN5x3GrwS  #peristiwa #news #pojokpitu https://t.co/p8canig1xA",2016-09-20T03:45:39.000Z
256,TuitJabar,#TuitJabar Puluhan Rumah di Sukanagara Terendam Banjir #Jabar #Tuit,2016-09-20T03:45:15.000Z
257,arethusaxn,"banjir gais, xleh balik mimet @nuradilaarifin @DynoWanted @MuzrifahMuhamad @MieyrulAyiez 😂😂😂😜 https://t.co/RJ8yX9AoIe",2016-09-20T03:40:53.000Z
258,dedipratama54,Skrg JAKARTA uda engga Banjir ya..? tentu sj kan ada Gubernur yg hebat katanya..? pantes aja banyak yg mati2an bela mau calonkan lg..wkwkwk.,2016-09-20T03:38:46.000Z
259,Info_OKU,Banjir Lagi - Sriwijaya Post https://t.co/dnvLLdq8od,2016-09-20T03:37:53.000Z
260,Kenzo_Hamtaro,"Hujan Lebat, Kantor Ahok Tergenang https://t.co/eIt4YFaxzr

➡ Tantangan ""MINTA HUJAN LEBAT"" dikabulkan lagi oleh Yang Maha Kuasa. 😂 #Banjir",2016-09-20T03:37:44.000Z
261,nietzrid,Salam. Banjir kilat tu banjir beserta kilat ke banjir yg cepat naik?,2016-09-20T03:37:00.000Z
262,ZEROMNAS,"Bukan kena banjir ya!!!
.....😇😇😇 https://t.co/JH7q8GF9fg",2016-09-20T03:35:47.000Z
263,RRI,"Banjir Sidareja Cilacap Memasuki Hari Ketiga, Ketinggian Air Meningkat https://t.co/F1JMGlgNnm https://t.co/DagbqVbjCr",2016-09-20T03:31:56.000Z
264,OTeWe100,"Ahok cuma bacot doang
Programnya satu saja atasi banjir https://t.co/Ty62TClgza",2016-09-20T03:30:57.000Z
265,NewsSprinkles,"Contoh bullsiaw-nya Angg. Dewan --> Dapat Mobil Dinas Baru, Anggota DPRD Demak Belum Temui korban banjir Rob - https://t.co/OnQsefbkZ0",2016-09-20T03:29:25.000Z
266,sorotGK,"Lowongan Sekda Laris Manis, Banjir Pendaftar
   
   baca selengkapnya di https://t.co/NtvjGJxQLS",2016-09-20T03:28:30.000Z
267,_Heyo_,"Harusnya bikin waduk² di Depok kerjasama dgn Jakarta.
Kalau sekedar biar gak banjir di Depok, Jakarta yg kebanjiran. https://t.co/X0CZILRKWY",2016-09-20T03:27:56.000Z
268,SafinaEffy,Banjir but class still on. Bcs we rock. https://t.co/ORYVkQ7OnJ,2016-09-20T03:27:40.000Z
269,JurnalAsiaCom,Normalisasi Sungai Cegah Banjir Kiriman https://t.co/C4kj7QMdkP,2016-09-20T03:27:37.000Z
270,KbyLama,Masyarakat Diminta Waspadai Banjir https://t.co/G6pDRBw1kq,2016-09-20T03:25:14.000Z
271,DedePujangga1,Katanya jakarta ga banjir lagi karena drainase sudah bagus ? mana ?? kantor mu kebanjiran :D #AhokDjarot https://t.co/ZdMEgFqKKt,2016-09-20T03:25:03.000Z
272,KamalZakariah,@1rmfs @apekbuta @Khairykj @mozas_my29 @LimSianSee @RameshRaoAKS @Huan2U banjir ada dimana2.yg penting x songlap duit ryt,2016-09-20T03:24:53.000Z
273,VIVAcoid,"Cegah Banjir, Pemkot Depok Gelontorkan Dana Rp19 Miliar https://t.co/KWVmTMYaMs",2016-09-20T03:20:13.000Z
274,Nadiralias,Famous lah poli aku pasal semalam banjir 😅 https://t.co/mU5QFPIY1p,2016-09-20T03:18:35.000Z
275,sollyez,"https://t.co/18q5w1w4Qa :  Banjir Landa Tiongkok, 6 Orang Tewas 10 Hilang: Hujan badai yang melanda… https://t.co/TpAQ6AgAbb",2016-09-20T03:17:56.000Z
276,OnlineMedan,Dua Kelurahan di Medan Labuhan Kembali Terendam Banjir https://t.co/klLQImWoRY Via @tribunmedan,2016-09-20T03:16:42.000Z
277,hazwaniabuseman,@zainzariff ohhh ye aritu kecoh tu. Terok sgt ke duh banjir tu ?,2016-09-20T03:15:36.000Z
278,indra28091979,@infopkp trauma pasti ada....pemerintah kota pkp harus segera membuat gerbrakan dan trobosan untuk menanggulangi permasalahan banjir.,2016-09-20T03:15:06.000Z
279,Dhiyauddinx,Apasal area bkit jelutong ni tak banjir? Aku bkn rajin pon nk dtg kerja,2016-09-20T03:14:58.000Z
280,zainzariff,@hazwaniabuseman pantai bm banjir 😂 tu riso tu hahahaah kk insyaallah,2016-09-20T03:14:34.000Z
281,DJ_SUNARYO,September Undangan Wedding Banjir.....,2016-09-20T03:13:44.000Z
282,sararosli84,Dgr kata klang banjir? Betol ka,2016-09-20T03:12:59.000Z
283,fisalaremania,[Video] Banjir Genangi Sejumlah Daerah di Kalimantan Selatan https://t.co/Kld5qaFiuB …,2016-09-20T03:12:07.000Z
284,sirferby,"Rumah Bagus Sekali, Di Graha Bintaro,.bebas Banjir... https://t.co/RUxVFMOCiu https://t.co/zOsWKUOGXP",2016-09-20T03:10:24.000Z
285,AndeAndelomusic,"Lirik Reny Farida - Banjir Welas: Sing nyongko awak isun iki, banjir welas Moro moro akeh… https://t.co/z6CP1KSaaA https://t.co/32idTFpIZn",2016-09-20T03:10:17.000Z
286,RAJAMARKETING13,"Istri Jokowi-Ahok Kunjungi ke Korban Banjir: https://t.co/Cn10DF8Khh UDAH KEPILIH, MASIH AJA @jual_beli #GALAU #INSOM",2016-09-20T03:10:02.000Z
287,aprianibella12,Banjir tu membawa kebahagian hahaa,2016-09-20T03:08:56.000Z
288,johanesbrain,"Banjir Landa Tiongkok, 6 Orang Tewas 10 Hilang: Hujan badai yang melanda Sichuan, Tiongkok menyebabkan banjir... https://t.co/SO6Zam3hzY",2016-09-20T03:08:15.000Z
289,NET_CJ,"Banjir rob ganggu aktivitas sekolah. Video kiriman Nedi Panjaitan di Langkat, Sumatera Utara. #NET10 https://t.co/yEcHWFExtL",2016-09-20T03:08:03.000Z
290,sukmahadi_dicky,"Situasi banjir biru cidawolong majalaya,motor banyak yg mogok https://t.co/S2WhdEVKbS",2016-09-20T03:07:55.000Z
291,hyitsnayeon,"Wah tl ku banjir pict bts

Surgawi memang",2016-09-20T03:07:39.000Z
292,linafrz,Setiap kali adik balik bangi mesti mata nak banjir. Huhu,2016-09-20T03:06:52.000Z
293,NET_CJ,"Banjir rendam pemukiman. Video kiriman Hijrah di Langkat, Sumatera Utara. #NET10 https://t.co/ubAlZDLs2z",2016-09-20T03:06:47.000Z
294,ahmdfarhn89,Hujan lah lagi. Biar USM banjir sampai tingkat 3.,2016-09-20T03:06:08.000Z
295,faktaJOSS,"Orangtua yg melarang anaknya yg masih kecil main banjir, berarti dia sudah merenggut kebahagiaan anaknya..",2016-09-20T03:05:34.000Z
296,drdaroyahalwi,"Banjir air laut pasang besar, penduduk Klang diminta waspada https://t.co/EpcuJPl3Nj via @sharethis",2016-09-20T03:04:44.000Z
297,nrdlnaa,dokckup tidooooo dhla kemoh banjir sbb hujan😭😭,2016-09-20T03:04:41.000Z
298,jaafardoter,Selangor banjir 😔,2016-09-20T03:03:33.000Z
299,UpdateTwit,Cicilan Tanpa DP : Rumah Luas Tanah 84m2 SHM Bebas Banjir Strategis Daerah Dekat Pasar Damar Banyumanik...  https://t.co/OvHaVaiJdy #GMHR,2016-09-20T03:03:29.000Z
300,trisara_fm,"Hujan Turun, Jalan Pasir Gede Raya Dikepung Banjir sampah https://t.co/ZJyzBWWkPH lewat @PojokSatu @thomsonradionet",2016-09-20T03:03:00.000Z
301,lihindestroyer,Hmm.. cocok untuk yang langganan banjir :v https://t.co/QcGLDMbEMJ,2016-09-20T03:02:01.000Z
302,Muslim_Bersatu1,@rajawalingepret @ShawnRere Ahoker Bejat kaya kalian Gigit ember aja sekarang ke Balaikota Banjir.. Jangan Gonggong aja Bisanya...,2016-09-20T03:02:00.000Z
303,syananoriza,ye ke psis banjir wahai @twt_psis,2016-09-20T03:01:15.000Z
304,nooraziemah_gma,Harini pantai remis perak pulak banjir hm 😥,2016-09-20T03:01:13.000Z
305,inimajalah,224 mangsa banjir di tiga pusat pemindahan https://t.co/CvwfeWzLrz,2016-09-20T03:00:26.000Z
306,ideamas,SHAH ALAM -Tiga pusat pemindahan dibuka bagi menempatkan mangsa banjir berikutan fenomena air pasang besar yang... https://t.co/GhRM06QpGT,2016-09-20T03:00:18.000Z
307,toodiadotmy,"#Ipoh #Kedah #AirPasang #Banjir
Bukan sahaja di Selangor kejadian air pasang yang digambarkan sebagai tsunami... https://t.co/GrS3Jbf4ZN",2016-09-20T03:00:02.000Z
308,realdonapit,"- Info Penting -        

Dear Customer, 
Saat Situasi BANJIR,… - Jake (w/ Team at Tunas Toyota Kebayoran Lama) — https://t.co/8V9YWrHuKm",2016-09-20T02:58:43.000Z
309,relawanpksjatim,"*BANJIR DAN LONGSOR LANDA 12 WILAYAH DI JAWA, MASYARAKAT DIHIMBAU WASPADA POTENSI HUJAN LEBAT*

Pengaruh La Nina... https://t.co/olWJvr07Tc",2016-09-20T02:58:33.000Z
310,little_nska,@MayaFateha poli banjir ke kak?,2016-09-20T02:58:28.000Z
311,bnbbc13,Kerajaan negeri perlu kerjasama atasi banjir di Selangor,2016-09-20T02:57:36.000Z
312,BuletinPerak,Kerjasama Kerajaan S’gor Diperlukan Atasi Masalah Banjir: SHAH ALAM – Kerjasama daripada kerajaan nege... https://t.co/akdJNGaO2e #PrkDr,2016-09-20T02:57:12.000Z
313,BPBDJakarta,Pkl 9.30 #Banjir akibat kenaikan Sunter Hulu di Kel. Cipinang Melayu sudah surut. https://t.co/V9XlHEqktS,2016-09-20T02:57:05.000Z
314,nurfatimahramli,Kapar macam teruk je banjir,2016-09-20T02:56:57.000Z
315,RancahPost,Kolaborasi Young Lex dan Awkarin Banjir Hujatan Netizen https://t.co/NBTheHQFZk via @RancahPost #RancahPost https://t.co/tv5cwCEdCP,2016-09-20T02:56:56.000Z
316,SinarOnline,Perlu kerjasama Kerajaan Selangor atasi banjir https://t.co/moU3O6hrGP https://t.co/iEjot37Vrv,2016-09-20T02:56:44.000Z
317,BNPB_Indonesia,"13)dan pada akhirnya berpotensi menyebabkan air meluap, banjir, dan rawan menghanyutkan orang yang ada di sekitarnya.",2016-09-20T02:55:32.000Z
318,sxminhx,Gila banjir amat https://t.co/Qu4VGS6fpK,2016-09-20T02:55:12.000Z
319,BNPB_Indonesia,12)Intensitas hujan yang tinggi dapat menyebabkan debit air sungai meningkat secara mendadak #banjir,2016-09-20T02:55:02.000Z
320,BNPB_Indonesia,11)BPBD Kabupaten Magelang menghimbau warga tidak beraktivitas di sekitar sungai. #banjir,2016-09-20T02:54:39.000Z
321,BNPB_Indonesia,"10).Untuk itu, masyarakat diminta mewaspadai banjir akibat dari hujan lebat tersebut. #banjir",2016-09-20T02:54:26.000Z
322,a_apik,Pagi-pagi dapat text dari mak cakap kampung banjir 😭,2016-09-20T02:53:25.000Z
323,BNPB_Indonesia,"7)seperti klinik gigi, bagian protokol, ruang wartawan dan ruang Biro Kepala Daerah dan Kerjasama Luar Negeri. #banjir",2016-09-20T02:52:42.000Z
324,BNPB_Indonesia,"6)Genangan trsbt membanjiri beberapa ruang kerja, khususnya ruangan di Blok B, #banjir",2016-09-20T02:52:27.000Z
325,BNPB_Indonesia,"5)salah satunya di kantor Gubernur DKI Jakarta, Balai Kota Jakarta. #banjir",2016-09-20T02:51:45.000Z
326,fir_daux,Bila lgg nak banjir doh,2016-09-20T02:51:41.000Z
327,InfoHumasBMKG,"#FYI Dprkrakan potensi hujan lebat akn trjdi 3 hari kdpan, wspdai trhdp potensi banjir (dataran rendah) dan tanah l… https://t.co/oiODMeMGvi",2016-09-20T02:50:42.000Z
328,fokusmedan,"Banjir Rob Rendam Ratusan Rumah Di Pantai Cermin Sergai
https://t.co/8uYsNqPm0c",2016-09-20T02:48:46.000Z
329,CiscTo,"Atambua diguyur hujan!!
awas banjir",2016-09-20T02:48:30.000Z
330,BNPB_Indonesia,2)Salah satu upayanya ialah melakukan pembersihan sungai yang akan digelar pada 8 Oktober dan diikuti 1.000 relawan. #banjir,2016-09-20T02:48:00.000Z
331,datobourne,Pelik Penang Kedah banjir sini panas sampai cermin kereta merekah. https://t.co/NvDs3uZ7Ra,2016-09-20T02:47:58.000Z
332,BNPB_Indonesia,"1)BPBD Wonogiri, Jawa Tengah, menggiatkan sosialisasi gerakan restorasi sungai di hulu Bengawan Solo di wilayah Giritirto. #banjir",2016-09-20T02:47:46.000Z
333,BernamaNews,"Keadaan di pusat pemindahan banjir Kampung Tok Muda, Kapar.

Kredit gambar: Bomba Selangor",2016-09-20T02:47:21.000Z
334,karnatiranda,Just posted a photo @ BKT Banjir Kanal Timur Ujung Menteng https://t.co/Kt2405tjIw,2016-09-20T02:46:56.000Z
